Date,Time,Temperature,wind_direction,Ambient Temperature (in °C),Delta Temp (Y),Log (Y),Temperature - 1 (in °C),Delta Temp (Y-1),North,East,West,South,Wind Impact (Should be linear variation & wind speed),FACE-A,FACE-B,FACE-C
2018-02-05,14:30:00,46,236,32,14,2.6390573296152584,53,21,0,1,0,0,0.0,0,1,0
2018-02-05,14:30:00,40,236,32,8,2.0794415416798357,52,20,1,0,0,0,0.0,1,0,0
2018-02-05,14:30:00,38,236,32,6,1.791759469228055,40,8,1,0,0,0,0.0,0,1,0
2018-02-05,14:30:00,36,236,32,4,1.3862943611198906,39,7,1,0,0,0,0.0,0,0,1
2018-02-05,15:00:00,55,250,30,25,3.2188758248682006,56,26,0,0,1,0,0.9396926207859084,1,0,0
2018-02-05,15:00:00,54,250,30,24,3.1780538303479458,55,25,0,0,1,0,0.9396926207859084,0,1,0
2018-02-05,15:00:00,61,250,30,31,3.4339872044851463,64,34,0,0,0,1,0.3420201433256688,1,0,0
2018-02-05,15:00:00,61,250,30,31,3.4339872044851463,61,31,0,0,0,1,0.3420201433256688,0,1,0
2018-02-05,15:00:00,60,250,30,30,3.4011973816621555,63,33,0,0,0,1,0.3420201433256688,0,0,1
2018-02-05,15:00:00,46,250,30,16,2.772588722239781,53,23,0,1,0,0,0.0,1,0,0
2018-02-05,15:00:00,44,250,30,14,2.6390573296152584,46,16,0,1,0,0,0.0,0,1,0
2018-02-05,15:00:00,34,250,30,4,1.3862943611198906,40,10,1,0,0,0,0.0,1,0,0
2018-02-05,15:00:00,32,250,30,2,0.6931471805599453,38,8,1,0,0,0,0.0,0,1,0
2018-02-05,15:00:00,36,250,30,6,1.791759469228055,36,6,1,0,0,0,0.0,0,0,1
2018-02-05,15:30:00,54,322,28,26,3.258096538021482,55,27,0,0,1,0,0.6156614753256583,1,0,0
2018-02-05,15:30:00,52,322,28,24,3.1780538303479458,54,26,0,0,1,0,0.6156614753256583,0,1,0
2018-02-05,15:30:00,59,322,28,31,3.4339872044851463,61,33,0,0,0,1,0.0,1,0,0
2018-02-05,15:30:00,60,322,28,32,3.4657359027997265,61,33,0,0,0,1,0.0,0,1,0
2018-02-05,15:30:00,58,322,28,30,3.4011973816621555,60,32,0,0,0,1,0.0,0,0,1
2018-02-05,15:30:00,45,322,28,17,2.833213344056216,46,18,0,1,0,0,0.0,1,0,0
2018-02-05,15:30:00,40,322,28,12,2.4849066497880004,44,16,0,1,0,0,0.0,0,1,0
2018-02-05,15:30:00,33,322,28,5,1.6094379124341003,34,6,1,0,0,0,0.788010753606722,1,0,0
2018-02-05,15:30:00,31,322,28,3,1.0986122886681098,32,4,1,0,0,0,0.788010753606722,0,1,0
2018-02-05,15:30:00,32,322,28,4,1.3862943611198906,36,8,1,0,0,0,0.788010753606722,0,0,1
2018-02-06,10:30:00,47,110,26,21,3.044522437723423,54,28,0,0,1,0,0.0,1,0,0
2018-02-06,10:30:00,42,110,26,16,2.772588722239781,52,26,0,0,1,0,0.0,0,1,0
2018-02-06,10:30:00,55,110,26,29,3.367295829986474,59,33,0,0,0,1,0.3420201433256688,1,0,0
2018-02-06,10:30:00,60,110,26,34,3.5263605246161616,60,34,0,0,0,1,0.3420201433256688,0,1,0
2018-02-06,10:30:00,55,110,26,29,3.367295829986474,58,32,0,0,0,1,0.3420201433256688,0,0,1
2018-02-06,10:30:00,67,110,26,41,3.713572066704308,45,19,0,1,0,0,0.9396926207859084,1,0,0
2018-02-06,10:30:00,53,110,26,27,3.295836866004329,40,14,0,1,0,0,0.9396926207859084,0,1,0
2018-02-06,10:30:00,48,110,26,22,3.091042453358316,33,7,1,0,0,0,0.0,1,0,0
2018-02-06,10:30:00,42,110,26,16,2.772588722239781,31,5,1,0,0,0,0.0,0,1,0
2018-02-06,10:30:00,40,110,26,14,2.6390573296152584,32,6,1,0,0,0,0.0,0,0,1
2018-02-06,11:30:00,47,188,28,19,2.9444389791664403,47,19,0,0,1,0,0.13917310096006547,1,0,0
2018-02-06,11:30:00,47,188,28,19,2.9444389791664403,42,14,0,0,1,0,0.13917310096006547,0,1,0
2018-02-06,11:30:00,61,188,28,33,3.4965075614664802,55,27,0,0,0,1,0.9902680687415704,1,0,0
2018-02-06,11:30:00,68,188,28,40,3.6888794541139363,60,32,0,0,0,1,0.9902680687415704,0,1,0
2018-02-06,11:30:00,64,188,28,36,3.58351893845611,55,27,0,0,0,1,0.9902680687415704,0,0,1
2018-02-06,11:30:00,65,188,28,37,3.6109179126442243,67,39,0,1,0,0,0.0,1,0,0
2018-02-06,11:30:00,56,188,28,28,3.332204510175204,53,25,0,1,0,0,0.0,0,1,0
2018-02-06,11:30:00,53,188,28,25,3.2188758248682006,48,20,1,0,0,0,0.0,1,0,0
2018-02-06,11:30:00,45,188,28,17,2.833213344056216,42,14,1,0,0,0,0.0,0,1,0
2018-02-06,11:30:00,42,188,28,14,2.6390573296152584,40,12,1,0,0,0,0.0,0,0,1
2018-02-06,12:30:00,52,130,31,21,3.044522437723423,47,16,0,0,1,0,0.0,1,0,0
2018-02-06,12:30:00,51,130,31,20,2.995732273553991,47,16,0,0,1,0,0.0,0,1,0
2018-02-06,12:30:00,62,130,31,31,3.4339872044851463,61,30,0,0,0,1,0.6427876096865394,1,0,0
2018-02-06,12:30:00,67,130,31,36,3.58351893845611,68,37,0,0,0,1,0.6427876096865394,0,1,0
2018-02-06,12:30:00,67,130,31,36,3.58351893845611,64,33,0,0,0,1,0.6427876096865394,0,0,1
2018-02-06,12:30:00,57,130,31,26,3.258096538021482,65,34,0,1,0,0,0.766044443118978,1,0,0
2018-02-06,12:30:00,47,130,31,16,2.772588722239781,56,25,0,1,0,0,0.766044443118978,0,1,0
2018-02-06,12:30:00,51,130,31,20,2.995732273553991,53,22,1,0,0,0,0.0,1,0,0
2018-02-06,12:30:00,43,130,31,12,2.4849066497880004,45,14,1,0,0,0,0.0,0,1,0
2018-02-06,12:30:00,41,130,31,10,2.302585092994046,42,11,1,0,0,0,0.0,0,0,1
2018-02-06,14:30:00,59,165,32,27,3.295836866004329,52,20,0,0,1,0,0.0,1,0,0
2018-02-06,14:30:00,56,165,32,24,3.1780538303479458,51,19,0,0,1,0,0.0,0,1,0
2018-02-06,14:30:00,66,165,32,34,3.5263605246161616,62,30,0,0,0,1,0.9659258262890683,1,0,0
2018-02-06,14:30:00,65,165,32,33,3.4965075614664802,67,35,0,0,0,1,0.9659258262890683,0,1,0
2018-02-06,14:30:00,65,165,32,33,3.4965075614664802,67,35,0,0,0,1,0.9659258262890683,0,0,1
2018-02-06,14:30:00,63,165,32,31,3.4339872044851463,57,25,0,1,0,0,0.25881904510252074,1,0,0
2018-02-06,14:30:00,48,165,32,16,2.772588722239781,47,15,0,1,0,0,0.25881904510252074,0,1,0
2018-02-06,14:30:00,45,165,32,13,2.5649493574615367,51,19,1,0,0,0,0.0,1,0,0
2018-02-06,14:30:00,37,165,32,5,1.6094379124341003,43,11,1,0,0,0,0.0,0,1,0
2018-02-06,14:30:00,35,165,32,3,1.0986122886681098,41,9,1,0,0,0,0.0,0,0,1
2018-02-06,15:30:00,47,114,29,18,2.8903717578961645,59,30,0,0,1,0,0.0,1,0,0
2018-02-06,15:30:00,39,114,29,10,2.302585092994046,56,27,0,0,1,0,0.0,0,1,0
2018-02-06,15:30:00,56,114,29,27,3.295836866004329,66,37,0,0,0,1,0.4067366430758002,1,0,0
2018-02-06,15:30:00,54,114,29,25,3.2188758248682006,65,36,0,0,0,1,0.4067366430758002,0,1,0
2018-02-06,15:30:00,53,114,29,24,3.1780538303479458,65,36,0,0,0,1,0.4067366430758002,0,0,1
2018-02-06,15:30:00,63,114,29,34,3.5263605246161616,63,34,0,1,0,0,0.9135454576426009,1,0,0
2018-02-06,15:30:00,40,114,29,11,2.3978952727983707,48,19,0,1,0,0,0.9135454576426009,0,1,0
2018-02-06,15:30:00,34,114,29,5,1.6094379124341003,45,16,1,0,0,0,0.0,1,0,0
2018-02-06,15:30:00,33,114,29,4,1.3862943611198906,37,8,1,0,0,0,0.0,0,1,0
2018-02-06,15:30:00,34,114,29,5,1.6094379124341003,35,6,1,0,0,0,0.0,0,0,1
2018-02-07,10:30:00,36,120,25,11,2.3978952727983707,47,22,0,0,1,0,0.0,1,0,0
2018-02-07,10:30:00,35,120,25,10,2.302585092994046,39,14,0,0,1,0,0.0,0,1,0
2018-02-07,10:30:00,37,120,25,12,2.4849066497880004,56,31,0,0,0,1,0.5000000000000001,1,0,0
2018-02-07,10:30:00,38,120,25,13,2.5649493574615367,54,29,0,0,0,1,0.5000000000000001,0,1,0
2018-02-07,10:30:00,46,120,25,21,3.044522437723423,53,28,0,0,0,1,0.5000000000000001,0,0,1
2018-02-07,10:30:00,34,120,25,9,2.1972245773362196,63,38,0,1,0,0,0.8660254037844387,1,0,0
2018-02-07,10:30:00,33,120,25,8,2.0794415416798357,40,15,0,1,0,0,0.8660254037844387,0,1,0
2018-02-07,10:30:00,41,120,25,16,2.772588722239781,34,9,1,0,0,0,0.0,1,0,0
2018-02-07,10:30:00,34,120,25,9,2.1972245773362196,33,8,1,0,0,0,0.0,0,1,0
2018-02-07,10:30:00,34,120,25,9,2.1972245773362196,34,9,1,0,0,0,0.0,0,0,1
2018-02-07,11:30:00,31,130,27,4,1.3862943611198906,36,9,0,0,1,0,0.0,1,0,0
2018-02-07,11:30:00,30,130,27,3,1.0986122886681098,35,8,0,0,1,0,0.0,0,1,0
2018-02-07,11:30:00,33,130,27,6,1.791759469228055,37,10,0,0,0,1,0.6427876096865394,1,0,0
2018-02-07,11:30:00,35,130,27,8,2.0794415416798357,38,11,0,0,0,1,0.6427876096865394,0,1,0
2018-02-07,11:30:00,47,130,27,20,2.995732273553991,46,19,0,0,0,1,0.6427876096865394,0,0,1
2018-02-07,11:30:00,33,130,27,6,1.791759469228055,34,7,0,1,0,0,0.766044443118978,1,0,0
2018-02-07,11:30:00,28,130,27,1,0.0,33,6,0,1,0,0,0.766044443118978,0,1,0
2018-02-07,11:30:00,44,130,27,17,2.833213344056216,41,14,1,0,0,0,0.0,1,0,0
2018-02-07,11:30:00,31,130,27,4,1.3862943611198906,34,7,1,0,0,0,0.0,0,1,0
2018-02-07,11:30:00,32,130,27,5,1.6094379124341003,34,7,1,0,0,0,0.0,0,0,1
2018-02-07,12:30:00,36,150,28,8,2.0794415416798357,31,3,0,0,1,0,0.0,1,0,0
2018-02-07,12:30:00,37,150,28,9,2.1972245773362196,30,2,0,0,1,0,0.0,0,1,0
2018-02-07,12:30:00,40,150,28,12,2.4849066497880004,33,5,0,0,0,1,0.8660254037844387,1,0,0
2018-02-07,12:30:00,39,150,28,11,2.3978952727983707,35,7,0,0,0,1,0.8660254037844387,0,1,0
2018-02-07,12:30:00,55,150,28,27,3.295836866004329,47,19,0,0,0,1,0.8660254037844387,0,0,1
2018-02-07,12:30:00,37,150,28,9,2.1972245773362196,33,5,0,1,0,0,0.5000000000000001,1,0,0
2018-02-07,12:30:00,31,150,28,3,1.0986122886681098,28,0,0,1,0,0,0.5000000000000001,0,1,0
2018-02-07,12:30:00,39,150,28,11,2.3978952727983707,44,16,1,0,0,0,0.0,1,0,0
2018-02-07,12:30:00,34,150,28,6,1.791759469228055,31,3,1,0,0,0,0.0,0,1,0
2018-02-07,12:30:00,36,150,28,8,2.0794415416798357,32,4,1,0,0,0,0.0,0,0,1
2018-02-07,14:30:00,32,130,28,4,1.3862943611198906,36,8,0,0,1,0,0.0,1,0,0
2018-02-07,14:30:00,31,130,28,3,1.0986122886681098,37,9,0,0,1,0,0.0,0,1,0
2018-02-07,14:30:00,36,130,28,8,2.0794415416798357,40,12,0,0,0,1,0.6427876096865394,1,0,0
2018-02-07,14:30:00,36,130,28,8,2.0794415416798357,39,11,0,0,0,1,0.6427876096865394,0,1,0
2018-02-07,14:30:00,46,130,28,18,2.8903717578961645,55,27,0,0,0,1,0.6427876096865394,0,0,1
2018-02-07,14:30:00,38,130,28,10,2.302585092994046,37,9,0,1,0,0,0.766044443118978,1,0,0
2018-02-07,14:30:00,30,130,28,2,0.6931471805599453,31,3,0,1,0,0,0.766044443118978,0,1,0
2018-02-07,14:30:00,36,130,28,8,2.0794415416798357,39,11,1,0,0,0,0.0,1,0,0
2018-02-07,14:30:00,30,130,28,2,0.6931471805599453,34,6,1,0,0,0,0.0,0,1,0
2018-02-07,14:30:00,30,130,28,2,0.6931471805599453,36,8,1,0,0,0,0.0,0,0,1
2018-02-07,15:30:00,30,200,27,3,1.0986122886681098,32,5,0,0,1,0,0.3420201433256688,1,0,0
2018-02-07,15:30:00,30,200,27,3,1.0986122886681098,31,4,0,0,1,0,0.3420201433256688,0,1,0
2018-02-07,15:30:00,34,200,27,7,1.9459101490553132,36,9,0,0,0,1,0.9396926207859084,1,0,0
2018-02-07,15:30:00,35,200,27,8,2.0794415416798357,36,9,0,0,0,1,0.9396926207859084,0,1,0
2018-02-07,15:30:00,50,200,27,23,3.1354942159291497,46,19,0,0,0,1,0.9396926207859084,0,0,1
2018-02-07,15:30:00,32,200,27,5,1.6094379124341003,38,11,0,1,0,0,0.0,1,0,0
2018-02-07,15:30:00,29,200,27,2,0.6931471805599453,30,3,0,1,0,0,0.0,0,1,0
2018-02-07,15:30:00,36,200,27,9,2.1972245773362196,36,9,1,0,0,0,0.0,1,0,0
2018-02-07,15:30:00,29,200,27,2,0.6931471805599453,30,3,1,0,0,0,0.0,0,1,0
2018-02-07,15:30:00,29,200,27,2,0.6931471805599453,30,3,1,0,0,0,0.0,0,0,1
2018-02-08,10:30:00,42,140,25,17,2.833213344056216,30,5,0,0,1,0,0.0,1,0,0
2018-02-08,10:30:00,40,140,25,15,2.70805020110221,30,5,0,0,1,0,0.0,0,1,0
2018-02-08,10:30:00,50,140,25,25,3.2188758248682006,34,9,0,0,0,1,0.766044443118978,1,0,0
2018-02-08,10:30:00,58,140,25,33,3.4965075614664802,35,10,0,0,0,1,0.766044443118978,0,1,0
2018-02-08,10:30:00,68,140,25,43,3.7612001156935624,50,25,0,1,0,0,0.6427876096865394,1,0,0
2018-02-08,10:30:00,57,140,25,32,3.4657359027997265,32,7,0,1,0,0,0.6427876096865394,0,1,0
2018-02-08,10:30:00,38,140,25,13,2.5649493574615367,29,4,1,0,0,0,0.0,0,1,0
2018-02-08,10:30:00,41,140,25,16,2.772588722239781,36,11,1,0,0,0,0.0,0,0,1
2018-02-08,11:30:00,50,100,27,23,3.1354942159291497,29,2,0,0,1,0,0.0,1,0,0
2018-02-08,11:30:00,48,100,27,21,3.044522437723423,29,2,0,0,1,0,0.0,0,1,0
2018-02-08,11:30:00,58,100,27,31,3.4339872044851463,42,15,0,0,0,1,0.17364817766693041,1,0,0
2018-02-08,11:30:00,65,100,27,38,3.6375861597263857,40,13,0,0,0,1,0.17364817766693041,0,1,0
2018-02-08,11:30:00,62,100,27,35,3.5553480614894135,50,23,0,1,0,0,0.984807753012208,1,0,0
2018-02-08,11:30:00,55,100,27,28,3.332204510175204,58,31,0,1,0,0,0.984807753012208,0,1,0
2018-02-08,11:30:00,45,100,27,18,2.8903717578961645,68,41,1,0,0,0,0.0,0,1,0
2018-02-08,11:30:00,42,100,27,15,2.70805020110221,57,30,1,0,0,0,0.0,0,0,1
2018-02-08,12:30:00,54,68,29,25,3.2188758248682006,38,9,0,0,1,0,0.0,1,0,0
2018-02-08,12:30:00,50,68,29,21,3.044522437723423,41,12,0,0,1,0,0.0,0,1,0
2018-02-08,12:30:00,63,68,29,34,3.5263605246161616,50,21,0,0,0,1,0.0,1,0,0
2018-02-08,12:30:00,66,68,29,37,3.6109179126442243,48,19,0,0,0,1,0.0,0,1,0
2018-02-08,12:30:00,55,68,29,26,3.258096538021482,58,29,0,1,0,0,0.9271838545667874,1,0,0
2018-02-08,12:30:00,54,68,29,25,3.2188758248682006,65,36,0,1,0,0,0.9271838545667874,0,1,0
2018-02-08,12:30:00,40,68,29,11,2.3978952727983707,62,33,1,0,0,0,0.37460659341591196,0,1,0
2018-02-08,12:30:00,41,68,29,12,2.4849066497880004,55,26,1,0,0,0,0.37460659341591196,0,0,1
2018-02-08,14:30:00,53,80,31,22,3.091042453358316,45,14,0,0,1,0,0.0,1,0,0
2018-02-08,14:30:00,53,80,31,22,3.091042453358316,42,11,0,0,1,0,0.0,0,1,0
2018-02-08,14:30:00,63,80,31,32,3.4657359027997265,54,23,0,0,0,1,0.0,1,0,0
2018-02-08,14:30:00,60,80,31,29,3.367295829986474,50,19,0,0,0,1,0.0,0,1,0
2018-02-08,14:30:00,45,80,31,14,2.6390573296152584,63,32,0,1,0,0,0.984807753012208,1,0,0
2018-02-08,14:30:00,52,80,31,21,3.044522437723423,66,35,0,1,0,0,0.984807753012208,0,1,0
2018-02-08,14:30:00,37,80,31,6,1.791759469228055,55,24,1,0,0,0,0.17364817766693041,0,1,0
2018-02-08,14:30:00,36,80,31,5,1.6094379124341003,54,23,1,0,0,0,0.17364817766693041,0,0,1
2018-02-08,15:30:00,48,90,29,19,2.9444389791664403,40,11,0,0,1,0,0.0,1,0,0
2018-02-08,15:30:00,49,90,29,20,2.995732273553991,41,12,0,0,1,0,0.0,0,1,0
2018-02-08,15:30:00,56,90,29,27,3.295836866004329,53,24,0,0,0,1,0.0,1,0,0
2018-02-08,15:30:00,54,90,29,25,3.2188758248682006,53,24,0,0,0,1,0.0,0,1,0
2018-02-08,15:30:00,47,90,29,18,2.8903717578961645,63,34,0,1,0,0,1.0,1,0,0
2018-02-08,15:30:00,45,90,29,16,2.772588722239781,60,31,0,1,0,0,1.0,0,1,0
2018-02-08,15:30:00,35,90,29,6,1.791759469228055,45,16,1,0,0,0,0.0,0,1,0
2018-02-08,15:30:00,33,90,29,4,1.3862943611198906,52,23,1,0,0,0,0.0,0,0,1
2018-02-09,10:30:00,43,138,26,17,2.833213344056216,37,11,0,0,1,0,0.0,1,0,0
2018-02-09,10:30:00,40,138,26,14,2.6390573296152584,36,10,0,0,1,0,0.0,0,1,0
2018-02-09,10:30:00,52,138,26,26,3.258096538021482,48,22,0,0,0,1,0.7431448254773942,1,0,0
2018-02-09,10:30:00,55,138,26,29,3.367295829986474,49,23,0,0,0,1,0.7431448254773942,0,1,0
2018-02-09,10:30:00,59,138,26,33,3.4965075614664802,56,30,0,1,0,0,0.6691306063588582,1,0,0
2018-02-09,10:30:00,61,138,26,35,3.5553480614894135,54,28,0,1,0,0,0.6691306063588582,0,1,0
2018-02-09,10:30:00,42,138,26,16,2.772588722239781,47,21,1,0,0,0,0.0,0,1,0
2018-02-09,10:30:00,42,138,26,16,2.772588722239781,45,19,1,0,0,0,0.0,0,0,1
2018-02-09,11:30:00,49,160,28,21,3.044522437723423,35,7,0,0,1,0,0.0,1,0,0
2018-02-09,11:30:00,46,160,28,18,2.8903717578961645,33,5,0,0,1,0,0.0,0,1,0
2018-02-09,11:30:00,54,160,28,26,3.258096538021482,43,15,0,0,0,1,0.9396926207859084,1,0,0
2018-02-09,11:30:00,57,160,28,29,3.367295829986474,40,12,0,0,0,1,0.9396926207859084,0,1,0
2018-02-09,11:30:00,50,160,28,22,3.091042453358316,52,24,0,1,0,0,0.3420201433256688,1,0,0
2018-02-09,11:30:00,60,160,28,32,3.4657359027997265,55,27,0,1,0,0,0.3420201433256688,0,1,0
2018-02-09,11:30:00,48,160,28,20,2.995732273553991,59,31,1,0,0,0,0.0,0,1,0
2018-02-09,11:30:00,43,160,28,15,2.70805020110221,61,33,1,0,0,0,0.0,0,0,1
2018-02-09,12:30:00,54,16,30,24,3.1780538303479458,42,12,0,0,1,0,0.0,1,0,0
2018-02-09,12:30:00,50,16,30,20,2.995732273553991,42,12,0,0,1,0,0.0,0,1,0
2018-02-09,12:30:00,62,16,30,32,3.4657359027997265,49,19,0,0,0,1,0.0,1,0,0
2018-02-09,12:30:00,66,16,30,36,3.58351893845611,46,16,0,0,0,1,0.0,0,1,0
2018-02-09,12:30:00,56,16,30,26,3.258096538021482,54,24,0,1,0,0,0.27563735581699916,1,0,0
2018-02-09,12:30:00,61,16,30,31,3.4339872044851463,57,27,0,1,0,0,0.27563735581699916,0,1,0
2018-02-09,12:30:00,47,16,30,17,2.833213344056216,50,20,1,0,0,0,0.9612616959383189,0,1,0
2018-02-09,12:30:00,40,16,30,10,2.302585092994046,60,30,1,0,0,0,0.9612616959383189,0,0,1
2018-02-09,14:30:00,49,120,30,19,2.9444389791664403,48,18,0,0,1,0,0.0,1,0,0
2018-02-09,14:30:00,47,120,30,17,2.833213344056216,43,13,0,0,1,0,0.0,0,1,0
2018-02-09,14:30:00,55,120,30,25,3.2188758248682006,54,24,0,0,0,1,0.5000000000000001,1,0,0
2018-02-09,14:30:00,53,120,30,23,3.1354942159291497,50,20,0,0,0,1,0.5000000000000001,0,1,0
2018-02-09,14:30:00,40,120,30,10,2.302585092994046,62,32,0,1,0,0,0.8660254037844387,1,0,0
2018-02-09,14:30:00,56,120,30,26,3.258096538021482,66,36,0,1,0,0,0.8660254037844387,0,1,0
2018-02-09,14:30:00,38,120,30,8,2.0794415416798357,56,26,1,0,0,0,0.0,0,1,0
2018-02-09,14:30:00,36,120,30,6,1.791759469228055,61,31,1,0,0,0,0.0,0,0,1
2018-02-09,15:30:00,39,102,28,11,2.3978952727983707,47,19,0,0,1,0,0.0,1,0,0
2018-02-09,15:30:00,37,102,28,9,2.1972245773362196,40,12,0,0,1,0,0.0,0,1,0
2018-02-09,15:30:00,43,102,28,15,2.70805020110221,49,21,0,0,0,1,0.20791169081775945,1,0,0
2018-02-09,15:30:00,43,102,28,15,2.70805020110221,47,19,0,0,0,1,0.20791169081775945,0,1,0
2018-02-09,15:30:00,31,102,28,3,1.0986122886681098,55,27,0,1,0,0,0.9781476007338057,1,0,0
2018-02-09,15:30:00,42,102,28,14,2.6390573296152584,53,25,0,1,0,0,0.9781476007338057,0,1,0
2018-02-09,15:30:00,34,102,28,6,1.791759469228055,40,12,1,0,0,0,0.0,0,1,0
2018-02-09,15:30:00,33,102,28,5,1.6094379124341003,56,28,1,0,0,0,0.0,0,0,1
2018-02-10,10:30:00,32,286,23,9,2.1972245773362196,38,15,0,0,1,0,0.9612616959383189,1,0,0
2018-02-10,10:30:00,30,286,23,7,1.9459101490553132,36,13,0,0,1,0,0.9612616959383189,0,1,0
2018-02-10,10:30:00,40,286,23,17,2.833213344056216,39,16,0,0,0,1,0.0,1,0,0
2018-02-10,10:30:00,42,286,23,19,2.9444389791664403,37,14,0,0,0,1,0.0,0,1,0
2018-02-10,10:30:00,38,286,23,15,2.70805020110221,43,20,0,1,0,0,0.0,1,0,0
2018-02-10,10:30:00,34,286,23,11,2.3978952727983707,43,20,0,1,0,0,0.0,0,1,0
2018-02-10,10:30:00,41,286,23,18,2.8903717578961645,31,8,1,0,0,0,0.2756373558169994,0,1,0
2018-02-10,10:30:00,32,286,23,9,2.1972245773362196,42,19,1,0,0,0,0.2756373558169994,0,0,1
2018-02-10,11:30:00,41,165,25,16,2.772588722239781,34,9,0,0,1,0,0.0,1,0,0
2018-02-10,11:30:00,40,165,25,15,2.70805020110221,33,8,0,0,1,0,0.0,0,1,0
2018-02-10,11:30:00,46,165,25,21,3.044522437723423,32,7,0,0,0,1,0.9659258262890683,1,0,0
2018-02-10,11:30:00,47,165,25,22,3.091042453358316,30,5,0,0,0,1,0.9659258262890683,0,1,0
2018-02-10,11:30:00,40,165,25,15,2.70805020110221,40,15,0,1,0,0,0.25881904510252074,1,0,0
2018-02-10,11:30:00,40,165,25,15,2.70805020110221,42,17,0,1,0,0,0.25881904510252074,0,1,0
2018-02-10,11:30:00,44,165,25,19,2.9444389791664403,38,13,1,0,0,0,0.0,0,1,0
2018-02-10,11:30:00,34,165,25,9,2.1972245773362196,34,9,1,0,0,0,0.0,0,0,1
2018-02-10,12:30:00,41,270,27,14,2.6390573296152584,41,14,0,0,1,0,1.0,1,0,0
2018-02-10,12:30:00,41,270,27,14,2.6390573296152584,32,5,0,0,1,0,1.0,0,1,0
2018-02-10,12:30:00,44,270,27,17,2.833213344056216,41,14,0,0,0,1,0.0,1,0,0
2018-02-10,12:30:00,46,270,27,19,2.9444389791664403,40,13,0,0,0,1,0.0,0,1,0
2018-02-10,12:30:00,34,270,27,7,1.9459101490553132,46,19,0,1,0,0,0.0,1,0,0
2018-02-10,12:30:00,33,270,27,6,1.791759469228055,47,20,0,1,0,0,0.0,0,1,0
2018-02-10,12:30:00,39,270,27,12,2.4849066497880004,40,13,1,0,0,0,0.0,0,1,0
2018-02-10,12:30:00,35,270,27,8,2.0794415416798357,40,13,1,0,0,0,0.0,0,0,1
2018-02-10,14:30:00,37,201,28,9,2.1972245773362196,44,16,0,0,1,0,0.3583679495453004,1,0,0
2018-02-10,14:30:00,36,201,28,8,2.0794415416798357,34,6,0,0,1,0,0.3583679495453004,0,1,0
2018-02-10,14:30:00,44,201,28,16,2.772588722239781,41,13,0,0,0,1,0.9335804264972017,1,0,0
2018-02-10,14:30:00,38,201,28,10,2.302585092994046,41,13,0,0,0,1,0.9335804264972017,0,1,0
2018-02-10,14:30:00,33,201,28,5,1.6094379124341003,44,16,0,1,0,0,0.0,1,0,0
2018-02-10,14:30:00,33,201,28,5,1.6094379124341003,46,18,0,1,0,0,0.0,0,1,0
2018-02-10,14:30:00,35,201,28,7,1.9459101490553132,34,6,1,0,0,0,0.0,0,1,0
2018-02-10,14:30:00,33,201,28,5,1.6094379124341003,33,5,1,0,0,0,0.0,0,0,1
2018-02-10,15:30:00,33,180,27,6,1.791759469228055,39,12,0,0,1,0,0.0,1,0,0
2018-02-10,15:30:00,33,180,27,6,1.791759469228055,35,8,0,0,1,0,0.0,0,1,0
2018-02-10,15:30:00,41,180,27,14,2.6390573296152584,37,10,0,0,0,1,1.0,1,0,0
2018-02-10,15:30:00,35,180,27,8,2.0794415416798357,36,9,0,0,0,1,1.0,0,1,0
2018-02-10,15:30:00,32,180,27,5,1.6094379124341003,44,17,0,1,0,0,0.0,1,0,0
2018-02-10,15:30:00,32,180,27,5,1.6094379124341003,38,11,1,0,0,0,0.0,0,1,0
2018-02-10,15:30:00,30,180,27,3,1.0986122886681098,33,6,1,0,0,0,0.0,0,0,1
