time,view_east,view_north,view_south,view_west,amb_temp,wind_perpendicular,wind_parallel,clouds,intial_temp,temp
1.0,1.0,0.0,0.0,0.0,0.36363636363636376,0.25881904510252074,0.9659258262890683,0.0,0.9999999999999999,62.5
1.0,0.0,1.0,0.0,0.0,0.36363636363636376,0.0,0.258819045102521,0.0,0.4126984126984127,44.0
1.0,0.0,0.0,1.0,0.0,0.36363636363636376,0.9659258262890683,0.25881904510252074,0.0,0.9101587301587301,59.67
1.0,0.0,0.0,0.0,1.0,0.36363636363636376,0.0,0.9659258262890683,0.0,0.5238095238095238,47.5
2.0,1.0,0.0,0.0,0.0,0.36363636363636376,0.42261826174069944,0.9063077870366499,0.0,0.9999999999999999,62.5
2.0,0.0,1.0,0.0,0.0,0.36363636363636376,0.0,0.4226182617406995,0.0,0.4126984126984127,43.33
2.0,0.0,0.0,1.0,0.0,0.36363636363636376,0.9063077870366499,0.42261826174069944,0.0,0.9101587301587301,63.0
2.0,0.0,0.0,0.0,1.0,0.36363636363636376,0.0,0.90630778703665,0.0,0.5238095238095238,52.0
3.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.3420201433256688,0.9396926207859083,0.0,0.9999999999999999,61.5
3.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.3420201433256689,0.0,0.4126984126984127,41.67
3.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.9396926207859084,0.3420201433256687,0.0,0.9101587301587301,65.67
3.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.0,0.9396926207859084,0.0,0.5238095238095238,50.5
4.0,1.0,0.0,0.0,0.0,0.5454545454545454,0.3420201433256688,0.9396926207859083,0.0,0.9999999999999999,58.5
4.0,0.0,1.0,0.0,0.0,0.5454545454545454,0.0,0.3420201433256689,0.0,0.4126984126984127,43.0
4.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.9396926207859084,0.3420201433256687,0.0,0.9101587301587301,68.0
4.0,0.0,0.0,0.0,1.0,0.5454545454545454,0.0,0.9396926207859084,0.0,0.5238095238095238,62.5
5.0,1.0,0.0,0.0,0.0,0.7272727272727275,0.42261826174069944,0.9063077870366499,0.0,0.9999999999999999,62.5
5.0,0.0,1.0,0.0,0.0,0.7272727272727275,0.0,0.4226182617406995,0.0,0.4126984126984127,42.0
5.0,0.0,0.0,1.0,0.0,0.7272727272727275,0.9063077870366499,0.42261826174069944,0.0,0.9101587301587301,69.33
5.0,0.0,0.0,0.0,1.0,0.7272727272727275,0.0,0.90630778703665,0.0,0.5238095238095238,63.5
6.0,1.0,0.0,0.0,0.0,0.9090909090909092,0.42261826174069944,0.9063077870366499,0.0,0.9999999999999999,58.0
6.0,0.0,1.0,0.0,0.0,0.9090909090909092,0.0,0.4226182617406995,0.0,0.4126984126984127,38.67
6.0,0.0,0.0,1.0,0.0,0.9090909090909092,0.9063077870366499,0.42261826174069944,0.0,0.9101587301587301,67.67
6.0,0.0,0.0,0.0,1.0,0.9090909090909092,0.0,0.90630778703665,0.0,0.5238095238095238,60.5
0.0,1.0,0.0,0.0,0.0,0.27272727272727293,0.0,0.9396926207859084,0.0,0.8412698412698413,53.0
0.0,0.0,1.0,0.0,0.0,0.27272727272727293,0.0,0.3420201433256686,0.0,0.27523809523809517,39.0
0.0,0.0,0.0,1.0,0.0,0.27272727272727293,0.0,0.3420201433256689,0.0,0.7301587301587301,52.0
0.0,0.0,0.0,0.0,1.0,0.27272727272727293,0.3420201433256688,0.9396926207859083,0.0,0.3492063492063492,39.0
1.0,1.0,0.0,0.0,0.0,0.36363636363636376,0.0,0.9510565162951535,0.0,0.8412698412698413,57.5
1.0,0.0,1.0,0.0,0.0,0.36363636363636376,0.0,0.3090169943749477,0.0,0.27523809523809517,39.67
1.0,0.0,0.0,1.0,0.0,0.36363636363636376,0.0,0.3090169943749475,0.0,0.7301587301587301,54.0
1.0,0.0,0.0,0.0,1.0,0.36363636363636376,0.30901699437494745,0.9510565162951535,0.0,0.3492063492063492,42.0
2.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.0,0.984807753012208,0.0,0.8412698412698413,61.0
2.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.1736481776669304,0.0,0.27523809523809517,40.67
2.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.0,0.17364817766693028,0.0,0.7301587301587301,59.33
2.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.17364817766693041,0.984807753012208,0.0,0.3492063492063492,46.5
3.0,1.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.984807753012208,0.0,0.8412698412698413,61.0
3.0,0.0,1.0,0.0,0.0,0.5454545454545454,0.0,0.1736481776669304,0.0,0.27523809523809517,42.0
3.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.0,0.17364817766693028,0.0,0.7301587301587301,62.0
3.0,0.0,0.0,0.0,1.0,0.5454545454545454,0.17364817766693041,0.984807753012208,0.0,0.3492063492063492,46.5
4.0,1.0,0.0,0.0,0.0,0.7272727272727275,0.5000000000000001,0.8660254037844386,0.0,0.8412698412698413,63.5
4.0,0.0,1.0,0.0,0.0,0.7272727272727275,0.0,0.49999999999999994,0.0,0.27523809523809517,40.67
4.0,0.0,0.0,1.0,0.0,0.7272727272727275,0.0,0.49999999999999994,0.0,0.7301587301587301,65.0
4.0,0.0,0.0,0.0,1.0,0.7272727272727275,0.0,0.8660254037844385,0.0,0.3492063492063492,49.5
5.0,1.0,0.0,0.0,0.0,0.9090909090909092,0.5299192642332049,0.8480480961564261,0.0,0.8412698412698413,61.0
5.0,0.0,1.0,0.0,0.0,0.9090909090909092,0.0,0.5299192642332049,0.0,0.27523809523809517,43.33
5.0,0.0,0.0,1.0,0.0,0.9090909090909092,0.0,0.5299192642332049,0.0,0.7301587301587301,70.0
5.0,0.0,0.0,0.0,1.0,0.9090909090909092,0.0,0.848048096156426,0.0,0.3492063492063492,57.0
6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3420201433256689,0.0,0.8412698412698413,56.5
6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9396926207859084,0.0,0.27523809523809517,41.0
6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9396926207859083,0.0,0.7301587301587301,65.67
6.0,0.0,0.0,0.0,1.0,1.0,0.9396926207859084,0.3420201433256687,0.0,0.3492063492063492,51.0
7.0,1.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.8660254037844387,0.0,0.8412698412698413,55.0
7.0,0.0,1.0,0.0,0.0,0.9090909090909092,0.0,0.5000000000000001,0.0,0.27523809523809517,39.22
7.0,0.0,0.0,1.0,0.0,0.9090909090909092,0.0,0.49999999999999994,0.0,0.7301587301587301,65.67
7.0,0.0,0.0,0.0,1.0,0.9090909090909092,0.5000000000000001,0.8660254037844386,0.0,0.3492063492063492,53.33
9.0,1.0,0.0,0.0,0.0,0.7272727272727275,0.42261826174069944,0.9063077870366499,0.0,0.8412698412698413,52.0
9.0,0.0,1.0,0.0,0.0,0.7272727272727275,0.0,0.4226182617406995,0.0,0.27523809523809517,35.67
9.0,0.0,0.0,1.0,0.0,0.7272727272727275,0.9063077870366499,0.42261826174069944,0.0,0.7301587301587301,65.67
9.0,0.0,0.0,0.0,1.0,0.7272727272727275,0.0,0.90630778703665,0.0,0.3492063492063492,58.0
10.0,1.0,0.0,0.0,0.0,0.5454545454545454,0.5000000000000001,0.8660254037844386,0.0,0.8412698412698413,48.0
10.0,0.0,1.0,0.0,0.0,0.5454545454545454,0.0,0.49999999999999994,0.0,0.27523809523809517,33.33
10.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.8660254037844387,0.49999999999999994,0.0,0.7301587301587301,62.67
10.0,0.0,0.0,0.0,1.0,0.5454545454545454,0.0,0.8660254037844387,0.0,0.3492063492063492,57.5
11.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.5000000000000001,0.8660254037844386,0.0,0.8412698412698413,45.0
11.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.49999999999999994,0.0,0.27523809523809517,29.67
11.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.0,0.49999999999999994,0.0,0.7301587301587301,57.33
11.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.0,0.8660254037844385,0.0,0.3492063492063492,51.0
0.0,1.0,0.0,0.0,0.0,0.1818181818181821,0.0,0.17364817766693028,0.0,0.6507936507936508,53.0
0.0,0.0,1.0,0.0,0.0,0.1818181818181821,0.0,0.984807753012208,0.0,0.39142857142857135,49.0
0.0,0.0,0.0,1.0,0.0,0.1818181818181821,0.0,0.984807753012208,0.0,0.8466666666666666,55.0
0.0,0.0,0.0,0.0,1.0,0.1818181818181821,0.984807753012208,0.17364817766693033,0.0,0.38095238095238104,40.5
1.0,1.0,0.0,0.0,0.0,0.27272727272727293,0.0,0.8191520442889917,0.0,0.6507936507936508,51.5
1.0,0.0,1.0,0.0,0.0,0.27272727272727293,0.0,0.5735764363510462,0.0,0.39142857142857135,43.33
1.0,0.0,0.0,1.0,0.0,0.27272727272727293,0.0,0.573576436351046,0.0,0.8466666666666666,57.67
1.0,0.0,0.0,0.0,1.0,0.27272727272727293,0.573576436351046,0.8191520442889918,0.0,0.38095238095238104,43.0
2.0,1.0,0.0,0.0,0.0,0.36363636363636376,0.0,0.6691306063588583,0.0,0.6507936507936508,57.0
2.0,0.0,1.0,0.0,0.0,0.36363636363636376,0.0,0.7431448254773944,0.0,0.39142857142857135,45.33
2.0,0.0,0.0,1.0,0.0,0.36363636363636376,0.0,0.7431448254773942,0.0,0.8466666666666666,60.67
2.0,0.0,0.0,0.0,1.0,0.36363636363636376,0.7431448254773942,0.6691306063588582,0.0,0.38095238095238104,47.5
3.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.0,0.5735764363510459,0.0,0.6507936507936508,58.5
3.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.8191520442889916,0.0,0.39142857142857135,47.0
3.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.0,0.8191520442889918,0.0,0.8466666666666666,65.0
3.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.8191520442889918,0.573576436351046,0.0,0.38095238095238104,51.5
4.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.0,0.37460659341591224,0.0,0.6507936507936508,60.5
4.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.9271838545667873,0.0,0.39142857142857135,45.33
4.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.0,0.9271838545667874,0.0,0.8466666666666666,65.67
4.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.9271838545667874,0.374606593415912,0.0,0.38095238095238104,53.5
5.0,1.0,0.0,0.0,0.0,0.7272727272727275,0.0,0.3420201433256689,0.0,0.6507936507936508,58.5
5.0,0.0,1.0,0.0,0.0,0.7272727272727275,0.0,0.9396926207859084,0.0,0.39142857142857135,46.0
5.0,0.0,0.0,1.0,0.0,0.7272727272727275,0.0,0.9396926207859083,0.0,0.8466666666666666,67.67
5.0,0.0,0.0,0.0,1.0,0.7272727272727275,0.9396926207859084,0.3420201433256687,0.0,0.38095238095238104,55.5
6.0,1.0,0.0,0.0,0.0,0.8181818181818183,0.0,0.49999999999999994,0.0,0.6507936507936508,57.25
6.0,0.0,1.0,0.0,0.0,0.8181818181818183,0.0,0.8660254037844385,0.0,0.39142857142857135,44.83
6.0,0.0,0.0,1.0,0.0,0.8181818181818183,0.0,0.8660254037844386,0.0,0.8466666666666666,67.67
6.0,0.0,0.0,0.0,1.0,0.8181818181818183,0.8660254037844387,0.49999999999999994,0.0,0.38095238095238104,56.75
7.0,1.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.6156614753256584,0.0,0.6507936507936508,56.0
7.0,0.0,1.0,0.0,0.0,0.9090909090909092,0.0,0.7880107536067221,0.0,0.39142857142857135,43.67
7.0,0.0,0.0,1.0,0.0,0.9090909090909092,0.0,0.788010753606722,0.0,0.8466666666666666,67.67
7.0,0.0,0.0,0.0,1.0,0.9090909090909092,0.7880107536067219,0.6156614753256583,0.0,0.38095238095238104,58.0
8.0,1.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.5735764363510459,0.0,0.6507936507936508,52.75
8.0,0.0,1.0,0.0,0.0,0.9090909090909092,0.0,0.8191520442889916,0.0,0.39142857142857135,40.83
8.0,0.0,0.0,1.0,0.0,0.9090909090909092,0.0,0.8191520442889918,0.0,0.8466666666666666,65.17
8.0,0.0,0.0,0.0,1.0,0.9090909090909092,0.8090169943749475,0.5877852522924731,0.0,0.38095238095238104,56.75
9.0,1.0,0.0,0.0,0.0,0.8181818181818183,0.0,0.5591929034707469,0.0,0.6507936507936508,49.5
9.0,0.0,1.0,0.0,0.0,0.8181818181818183,0.0,0.8290375725550418,0.0,0.39142857142857135,38.0
9.0,0.0,0.0,1.0,0.0,0.8181818181818183,0.0,0.8290375725550417,0.0,0.8466666666666666,62.67
9.0,0.0,0.0,0.0,1.0,0.8181818181818183,0.8290375725550417,0.5591929034707469,0.0,0.38095238095238104,55.5
10.0,1.0,0.0,0.0,0.0,0.6363636363636367,0.0,0.3420201433256689,0.0,0.6507936507936508,45.0
10.0,0.0,1.0,0.0,0.0,0.6363636363636367,0.0,0.9396926207859084,0.0,0.39142857142857135,34.0
10.0,0.0,0.0,1.0,0.0,0.6363636363636367,0.0,0.9396926207859083,0.0,0.8466666666666666,60.67
10.0,0.0,0.0,0.0,1.0,0.6363636363636367,0.9396926207859084,0.3420201433256687,0.0,0.38095238095238104,54.5
11.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.0,0.7880107536067221,0.0,0.6507936507936508,42.5
11.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.6156614753256582,0.0,0.39142857142857135,32.0
11.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.0,0.6156614753256584,0.0,0.8466666666666666,59.0
11.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.6156614753256583,0.788010753606722,0.0,0.38095238095238104,53.0
1.0,1.0,0.0,0.0,0.0,0.27272727272727293,0.9396926207859084,0.3420201433256687,0.0,0.9206349206349206,60.0
1.0,0.0,1.0,0.0,0.0,0.27272727272727293,0.0,0.9396926207859084,0.0,0.39142857142857135,43.33
1.0,0.0,0.0,1.0,0.0,0.27272727272727293,0.3420201433256688,0.9396926207859083,0.0,0.8149206349206349,56.67
1.0,0.0,0.0,0.0,1.0,0.27272727272727293,0.0,0.3420201433256689,0.0,0.4285714285714285,44.5
3.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.0,0.9902680687415704,0.0,0.9206349206349206,60.5
3.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.13917310096006552,0.0,0.39142857142857135,46.67
3.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.0,0.13917310096006544,0.0,0.8149206349206349,64.33
3.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.13917310096006547,0.9902680687415704,0.0,0.4285714285714285,47.0
5.0,1.0,0.0,0.0,0.0,0.7272727272727275,0.766044443118978,0.6427876096865393,0.0,0.9206349206349206,52.0
5.0,0.0,1.0,0.0,0.0,0.7272727272727275,0.0,0.766044443118978,0.0,0.39142857142857135,45.0
5.0,0.0,0.0,1.0,0.0,0.7272727272727275,0.6427876096865394,0.766044443118978,0.0,0.8149206349206349,65.33
5.0,0.0,0.0,0.0,1.0,0.7272727272727275,0.0,0.6427876096865395,0.0,0.4285714285714285,51.5
9.0,1.0,0.0,0.0,0.0,0.8181818181818183,0.25881904510252074,0.9659258262890683,0.0,0.9206349206349206,55.5
9.0,0.0,1.0,0.0,0.0,0.8181818181818183,0.0,0.258819045102521,0.0,0.39142857142857135,39.0
9.0,0.0,0.0,1.0,0.0,0.8181818181818183,0.9659258262890683,0.25881904510252074,0.0,0.8149206349206349,65.33
9.0,0.0,0.0,0.0,1.0,0.8181818181818183,0.0,0.9659258262890683,0.0,0.4285714285714285,57.5
11.0,1.0,0.0,0.0,0.0,0.5454545454545454,0.9135454576426009,0.4067366430758002,0.0,0.9206349206349206,51.5
11.0,0.0,1.0,0.0,0.0,0.5454545454545454,0.0,0.9135454576426009,0.0,0.39142857142857135,33.67
11.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.4067366430758002,0.9135454576426009,0.0,0.8149206349206349,54.33
11.0,0.0,0.0,0.0,1.0,0.5454545454545454,0.0,0.40673664307580043,0.0,0.4285714285714285,43.0
1.0,1.0,0.0,0.0,0.0,0.1818181818181821,0.6691306063588582,0.7431448254773942,1.0,0.07936507936507942,33.5
1.0,0.0,1.0,0.0,0.0,0.1818181818181821,0.0,0.6691306063588583,1.0,0.16920634920634925,36.33
1.0,0.0,0.0,1.0,0.0,0.1818181818181821,0.7431448254773942,0.6691306063588582,1.0,0.2961904761904762,40.33
1.0,0.0,0.0,0.0,1.0,0.1818181818181821,0.0,0.7431448254773942,1.0,0.1428571428571429,35.5
3.0,1.0,0.0,0.0,0.0,0.36363636363636376,0.3420201433256688,0.9396926207859083,1.0,0.07936507936507942,30.5
3.0,0.0,1.0,0.0,0.0,0.36363636363636376,0.0,0.3420201433256689,1.0,0.16920634920634925,35.67
3.0,0.0,0.0,1.0,0.0,0.36363636363636376,0.9396926207859084,0.3420201433256687,1.0,0.2961904761904762,38.33
3.0,0.0,0.0,0.0,1.0,0.36363636363636376,0.0,0.9396926207859084,1.0,0.1428571428571429,30.5
5.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.27563735581699916,0.9612616959383189,1.0,0.07936507936507942,34.0
5.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.27563735581699916,1.0,0.16920634920634925,36.33
5.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.0,0.2756373558169992,1.0,0.2961904761904762,44.67
5.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.0,0.961261695938319,1.0,0.1428571428571429,36.5
9.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.8660254037844387,0.49999999999999994,1.0,0.07936507936507942,34.0
9.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.8660254037844387,1.0,0.16920634920634925,32.0
9.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.5000000000000001,0.8660254037844386,1.0,0.2961904761904762,39.33
9.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.0,0.49999999999999994,1.0,0.1428571428571429,31.5
10.0,1.0,0.0,0.0,0.0,0.36363636363636376,0.9396926207859084,0.3420201433256687,1.0,0.07936507936507942,32.25
10.0,0.0,1.0,0.0,0.0,0.36363636363636376,0.0,0.9396926207859084,1.0,0.16920634920634925,31.67
10.0,0.0,0.0,1.0,0.0,0.36363636363636376,0.3420201433256688,0.9396926207859083,1.0,0.2961904761904762,39.5
10.0,0.0,0.0,0.0,1.0,0.36363636363636376,0.0,0.3420201433256689,1.0,0.1428571428571429,30.75
11.0,1.0,0.0,0.0,0.0,0.36363636363636376,0.9781476007338057,0.20791169081775934,1.0,0.07936507936507942,30.5
11.0,0.0,1.0,0.0,0.0,0.36363636363636376,0.0,0.9781476007338057,1.0,0.16920634920634925,31.33
11.0,0.0,0.0,1.0,0.0,0.36363636363636376,0.20791169081775945,0.9781476007338056,1.0,0.2961904761904762,39.67
11.0,0.0,0.0,0.0,1.0,0.36363636363636376,0.0,0.20791169081775931,1.0,0.1428571428571429,30.0
1.0,1.0,0.0,0.0,0.0,0.1818181818181821,0.8660254037844387,0.49999999999999994,0.0,0.9999999999999999,62.5
1.0,0.0,1.0,0.0,0.0,0.1818181818181821,0.0,0.8660254037844387,0.0,0.2698412698412699,39.5
1.0,0.0,0.0,1.0,0.0,0.1818181818181821,0.5000000000000001,0.8660254037844386,0.0,0.7301587301587301,54.0
1.0,0.0,0.0,0.0,1.0,0.1818181818181821,0.0,0.49999999999999994,0.0,0.31746031746031733,41.0
3.0,1.0,0.0,0.0,0.0,0.36363636363636376,0.766044443118978,0.6427876096865393,0.0,0.9999999999999999,58.5
3.0,0.0,1.0,0.0,0.0,0.36363636363636376,0.0,0.766044443118978,0.0,0.2698412698412699,43.5
3.0,0.0,0.0,1.0,0.0,0.36363636363636376,0.6427876096865394,0.766044443118978,0.0,0.7301587301587301,61.5
3.0,0.0,0.0,0.0,1.0,0.36363636363636376,0.0,0.6427876096865395,0.0,0.31746031746031733,49.0
5.0,1.0,0.0,0.0,0.0,0.5454545454545454,0.5000000000000001,0.8660254037844386,0.0,0.9999999999999999,54.5
5.0,0.0,1.0,0.0,0.0,0.5454545454545454,0.0,0.49999999999999994,0.0,0.2698412698412699,40.5
5.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.8660254037844387,0.49999999999999994,0.0,0.7301587301587301,64.5
5.0,0.0,0.0,0.0,1.0,0.5454545454545454,0.0,0.8660254037844387,0.0,0.31746031746031733,52.0
9.0,1.0,0.0,0.0,0.0,0.7272727272727275,0.766044443118978,0.6427876096865393,0.0,0.9999999999999999,48.5
9.0,0.0,1.0,0.0,0.0,0.7272727272727275,0.0,0.766044443118978,0.0,0.2698412698412699,36.5
9.0,0.0,0.0,1.0,0.0,0.7272727272727275,0.6427876096865394,0.766044443118978,0.0,0.7301587301587301,61.5
9.0,0.0,0.0,0.0,1.0,0.7272727272727275,0.0,0.6427876096865395,0.0,0.31746031746031733,53.0
11.0,1.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.9396926207859084,0.0,0.9999999999999999,46.0
11.0,0.0,1.0,0.0,0.0,0.5454545454545454,0.0,0.34202014332566866,0.0,0.2698412698412699,34.0
11.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.0,0.3420201433256687,0.0,0.7301587301587301,55.0
11.0,0.0,0.0,0.0,1.0,0.5454545454545454,0.3420201433256688,0.9396926207859083,0.0,0.31746031746031733,48.5
1.0,1.0,0.0,0.0,0.0,0.27272727272727293,0.6427876096865394,0.766044443118978,0.0,0.9206349206349206,60.0
1.0,0.0,1.0,0.0,0.0,0.27272727272727293,0.0,0.6427876096865395,0.0,0.3492063492063492,42.0
1.0,0.0,0.0,1.0,0.0,0.27272727272727293,0.766044443118978,0.6427876096865393,0.0,0.7142857142857143,53.5
1.0,0.0,0.0,0.0,1.0,0.27272727272727293,0.0,0.766044443118978,0.0,0.33333333333333337,41.5
3.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.984807753012208,0.17364817766693033,0.0,0.9206349206349206,55.0
3.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.984807753012208,0.0,0.3492063492063492,45.5
3.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.17364817766693041,0.984807753012208,0.0,0.7142857142857143,55.5
3.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.0,0.17364817766693028,0.0,0.33333333333333337,47.5
5.0,1.0,0.0,0.0,0.0,0.6363636363636367,0.9271838545667874,0.374606593415912,0.0,0.9206349206349206,58.5
5.0,0.0,1.0,0.0,0.0,0.6363636363636367,0.0,0.9271838545667874,0.0,0.3492063492063492,43.5
5.0,0.0,0.0,1.0,0.0,0.6363636363636367,0.0,0.9271838545667874,0.0,0.7142857142857143,64.0
5.0,0.0,0.0,0.0,1.0,0.6363636363636367,0.0,0.374606593415912,0.0,0.33333333333333337,52.0
9.0,1.0,0.0,0.0,0.0,0.6363636363636367,0.984807753012208,0.17364817766693033,0.0,0.9206349206349206,48.0
9.0,0.0,1.0,0.0,0.0,0.6363636363636367,0.0,0.984807753012208,0.0,0.3492063492063492,37.0
9.0,0.0,0.0,1.0,0.0,0.6363636363636367,0.0,0.984807753012208,0.0,0.7142857142857143,54.0
9.0,0.0,0.0,0.0,1.0,0.6363636363636367,0.0,0.17364817766693047,0.0,0.33333333333333337,48.0
11.0,1.0,0.0,0.0,0.0,0.4545454545454546,1.0,0.0,0.0,0.9206349206349206,36.5
11.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,1.0,0.0,0.3492063492063492,33.5
11.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.0,1.0,0.0,0.7142857142857143,43.0
11.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.0,1.2246467991473532e-16,0.0,0.33333333333333337,38.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.275637355816999,1.0,0.15873015873015872,36.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9612616959383188,1.0,0.17460317460317454,36.5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9612616959383189,1.0,0.31746031746031733,41.0
1.0,0.0,0.0,0.0,1.0,0.0,0.9612616959383189,0.27563735581699916,1.0,0.0,31.0
3.0,1.0,0.0,0.0,0.0,0.1818181818181821,0.25881904510252074,0.9659258262890683,1.0,0.15873015873015872,40.0
3.0,0.0,1.0,0.0,0.0,0.1818181818181821,0.0,0.258819045102521,1.0,0.17460317460317454,39.0
3.0,0.0,0.0,1.0,0.0,0.1818181818181821,0.9659258262890683,0.25881904510252074,1.0,0.31746031746031733,46.5
3.0,0.0,0.0,0.0,1.0,0.1818181818181821,0.0,0.9659258262890683,1.0,0.0,40.5
5.0,1.0,0.0,0.0,0.0,0.36363636363636376,0.0,1.2246467991473532e-16,1.0,0.15873015873015872,33.5
5.0,0.0,1.0,0.0,0.0,0.36363636363636376,0.0,1.0,1.0,0.17460317460317454,37.0
5.0,0.0,0.0,1.0,0.0,0.36363636363636376,0.0,1.0,1.0,0.31746031746031733,45.0
5.0,0.0,0.0,0.0,1.0,0.36363636363636376,1.0,0.0,1.0,0.0,41.0
9.0,1.0,0.0,0.0,0.0,0.4545454545454546,0.0,0.9335804264972017,1.0,0.15873015873015872,33.0
9.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.35836794954530043,1.0,0.17460317460317454,34.0
9.0,0.0,0.0,1.0,0.0,0.4545454545454546,0.0,0.35836794954530027,1.0,0.31746031746031733,41.0
9.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.3583679495453004,0.9335804264972017,1.0,0.0,36.5
11.0,1.0,0.0,0.0,0.0,0.36363636363636376,0.0,1.0,1.0,0.15873015873015872,32.0
11.0,0.0,1.0,0.0,0.0,0.36363636363636376,0.0,1.2246467991473532e-16,1.0,0.17460317460317454,31.0
11.0,0.0,0.0,1.0,0.0,0.36363636363636376,0.0,0.0,1.0,0.31746031746031733,38.0
11.0,0.0,0.0,0.0,1.0,0.36363636363636376,0.0,1.0,1.0,0.0,33.0
